State,AreaID,yearmo,LOB,MEMB_CNT,AVG_AGE,PCT_F,RiskScore,TOTAL_ALLOWED_PMPM,IP_Allowed_PMPM,OP_Allowed_PMPM,PROF_Allowed_PMPM,RX_Allowed_PMPM,Other_Allowed_PMPM,MED_ADMT_CNT,FOP_WO_ED_CNT,ED_ADMT_CNT,UC_ADMT_CNT,PCP_VIST_CNT,SPEC_VIST_CNT,ALG_TST_CNT,ALG_IMT_CNT,E_TOTPOP,AREA_SQMI,E_HU,E_HH,E_UNEMP,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ
CA,CA20,201901,CLF,163,72.89570552,0.564417178,1.207736196,"$3,481.20 ",$954.00 ,"$1,304.30 ",$849.97 ,$372.93 ,$0.00 ,2,0,5,4,43,44,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201901,CLF,295,75.84745763,0.583050848,1.217742373,"$2,315.79 ",$591.13 ,$835.64 ,$677.07 ,$211.95 ,$0.00 ,0,0,8,4,79,85,0,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201901,CLF,83,75.28915663,0.506024096,1.098325301,"$1,845.84 ","$1,042.66 ",$68.08 ,$542.11 ,$192.99 ,$0.00 ,1,0,0,1,21,25,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201901,CLF,397,74.75062972,0.528967254,1.047879093,"$3,863.31 ","$2,367.27 ",$598.89 ,$694.91 ,$202.23 ,$0.00 ,5,1,11,4,71,73,0,3,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201901,CLF,333,73.99099099,0.510510511,1.116126126,"$2,401.06 ",$808.17 ,$963.99 ,$556.94 ,$71.96 ,$0.00 ,4,0,12,1,73,80,0,3,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201901,CLF,774,74.17183463,0.523255814,1.040453488,"$3,885.62 ","$1,438.07 ","$1,234.43 ","$1,034.16 ",$178.95 ,$0.00 ,6,0,21,1,147,150,1,3,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201901,CLF,3039,71.25337282,0.546232313,1.319511352,"$2,571.27 ",$854.40 ,$769.81 ,$809.50 ,$137.57 ,$0.00 ,29,5,72,66,706,920,8,10,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201901,CLF,4382,74.40095847,0.567549064,1.289331356,"$3,448.94 ","$1,332.07 ",$856.33 ,"$1,069.83 ",$190.71 ,$0.00 ,50,2,111,69,1045,1514,7,26,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201901,CLF,1509,75.73757455,0.550695825,1.222703115,"$3,897.80 ","$1,303.16 ",$999.05 ,"$1,334.54 ",$261.05 ,$0.00 ,14,0,38,7,400,575,0,11,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,,201901,CLF,354,75.68361582,0.59039548,1.062785311,"$2,318.51 ",$819.19 ,$449.60 ,$882.47 ,$167.25 ,$0.00 ,0,0,11,5,97,97,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201901,CLF,1247,75.44587009,0.534883721,1.243627907,"$4,937.27 ","$1,736.96 ","$1,404.61 ","$1,560.65 ",$235.05 ,$0.00 ,11,1,42,9,248,448,0,19,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201901,CLF,289,75.2283737,0.525951557,1.097051903,"$1,912.72 ",$0.00 ,$695.28 ,"$1,021.73 ",$195.72 ,$0.00 ,0,0,8,4,71,96,2,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201901,CLF,379,75.97361478,0.585751979,1.030369393,"$3,322.14 ","$1,926.01 ",$508.67 ,$644.49 ,$242.97 ,$0.00 ,4,1,11,7,97,108,0,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201902,CLF,60470,73.23818422,0.574995866,1.132575773,"$1,165.69 ",$363.91 ,$204.58 ,$487.56 ,$109.64 ,$0.00 ,567,41,1194,1220,12200,17751,69,218,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201902,CLF,195,73.14871795,0.507692308,1.570276923,"$7,890.94 ","$6,064.62 ",$427.76 ,"$1,260.48 ",$138.09 ,$0.00 ,1,0,2,0,51,63,0,1,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201902,CLF,92,73.82608696,0.565217391,1.087532609,"$1,894.47 ",$0.00 ,$680.99 ,"$1,095.43 ",$118.06 ,$0.00 ,0,0,0,1,25,31,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201902,CLF,1135,72.32334802,0.559471366,2.059174449,"$2,954.77 ",$573.94 ,$505.13 ,"$1,762.08 ",$113.61 ,$0.00 ,14,0,31,13,305,498,6,4,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201902,CLF,464,73.35344828,0.504310345,1.40575,"$2,998.99 ",$783.53 ,"$1,085.03 ",$979.96 ,$150.47 ,$0.00 ,3,0,10,1,89,137,1,5,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,,201902,CLF,687,75.84570597,0.566229985,1.091994178,"$5,757.52 ","$3,149.59 ","$1,448.96 ",$998.22 ,$160.75 ,$0.00 ,6,0,12,11,125,214,0,8,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201902,CLF,95,76.34736842,0.663157895,1.422526316,"$5,010.81 ","$2,855.09 ",$987.24 ,"$1,089.06 ",$79.42 ,$0.00 ,1,0,1,0,18,32,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,,201902,CLF,1523,74.80695995,0.573210768,1.140217334,"$2,416.55 ",$595.80 ,$912.06 ,$755.43 ,$153.26 ,$0.00 ,8,1,29,19,325,423,4,4,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201902,CLF,153,76.02614379,0.594771242,1.25954902,"$3,503.46 ",$810.84 ,"$1,712.81 ",$848.96 ,$130.85 ,$0.00 ,2,0,6,1,45,37,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201902,CLF,317,75.14511041,0.593059937,1.232410095,"$2,990.46 ","$1,003.98 ",$901.05 ,$882.55 ,$202.89 ,$0.00 ,3,0,6,2,84,71,0,6,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201902,CLF,1050,74.68761905,0.545714286,1.160832381,"$2,824.41 ","$1,106.07 ",$750.34 ,$825.01 ,$142.99 ,$0.00 ,8,0,26,14,209,255,1,7,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201902,CLF,1294,70.88176198,0.542503864,1.308874807,"$1,289.00 ",$254.04 ,$196.32 ,$581.85 ,$256.80 ,$0.00 ,12,0,46,5,284,350,1,1,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,,201902,CLF,165,72.86666667,0.563636364,1.201648485,"$1,794.05 ",$58.21 ,$915.26 ,$742.42 ,$78.17 ,$0.00 ,1,0,3,3,49,39,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201902,CLF,296,75.87162162,0.581081081,1.218293919,"$2,838.02 ",$769.84 ,"$1,204.30 ",$780.32 ,$83.56 ,$0.00 ,3,0,12,1,78,96,0,3,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201902,CLF,83,75.3373494,0.506024096,1.098325301,"$2,223.72 ",$644.40 ,$330.32 ,$955.28 ,$293.72 ,$0.00 ,1,0,3,2,17,20,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201902,CLF,397,74.83627204,0.528967254,1.047879093,"$1,686.05 ",$441.52 ,$475.87 ,$605.25 ,$163.42 ,$0.00 ,2,0,7,2,61,74,0,4,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201902,CLF,334,74.05389222,0.508982036,1.114188623,"$2,463.70 ",$568.95 ,"$1,099.23 ",$679.07 ,$116.44 ,$0.00 ,2,1,7,1,65,68,2,3,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201902,CLF,779,74.18228498,0.522464698,1.037419769,"$2,448.83 ",$766.94 ,"$1,014.91 ",$503.87 ,$163.11 ,$0.00 ,5,0,25,2,124,132,3,4,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201902,CLF,3067,71.26312357,0.545810238,1.315849038,"$2,233.78 ",$839.16 ,$554.51 ,$715.10 ,$125.01 ,$0.00 ,26,0,86,49,635,817,7,11,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201902,CLF,4407,74.42024053,0.567052417,1.285692081,"$3,178.42 ","$1,296.00 ",$764.37 ,$944.98 ,$173.07 ,$0.00 ,50,2,82,54,938,1394,9,26,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,,201902,CLF,1514,75.77741083,0.550858653,1.221628798,"$4,085.42 ","$1,724.70 ",$873.89 ,"$1,268.73 ",$218.09 ,$0.00 ,13,1,38,10,376,526,1,8,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201902,CLF,354,75.75706215,0.59039548,1.062785311,"$1,245.74 ",$86.58 ,$322.07 ,$711.02 ,$126.07 ,$0.00 ,1,0,6,7,79,101,1,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201902,CLF,1255,75.44780877,0.534661355,1.240469323,"$4,243.73 ","$1,926.54 ",$892.43 ,"$1,237.18 ",$187.58 ,$0.00 ,7,1,30,12,224,399,0,18,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201902,CLF,291,75.2371134,0.525773196,1.090890034,"$1,775.00 ",$41.70 ,$782.43 ,$730.30 ,$220.58 ,$0.00 ,0,0,7,7,61,85,1,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,,201902,CLF,382,75.95811518,0.581151833,1.027463351,"$5,195.55 ","$3,750.66 ",$482.59 ,$731.02 ,$231.29 ,$0.00 ,1,0,5,3,88,101,0,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201903,CLF,60800,73.27738487,0.57506579,1.131277993,"$1,219.78 ",$355.90 ,$225.38 ,$524.27 ,$114.24 ,$0.00 ,636,30,1379,1381,13197,18809,78,223,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201903,CLF,195,73.22564103,0.507692308,1.570276923,"$3,199.55 ",$293.34 ,$665.07 ,"$2,012.30 ",$228.84 ,$0.00 ,3,0,7,1,59,50,0,1,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201903,CLF,92,73.91304348,0.565217391,1.087532609,"$1,126.98 ",$0.00 ,$88.97 ,$891.79 ,$146.22 ,$0.00 ,0,0,0,0,27,31,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201903,CLF,1139,72.37401229,0.557506585,2.061645303,"$3,654.60 ",$944.30 ,$511.50 ,"$2,059.44 ",$139.36 ,$0.00 ,23,0,29,17,339,495,1,5,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201903,CLF,464,73.44396552,0.504310345,1.40575,"$2,795.75 ",$598.10 ,"$1,007.24 ","$1,064.42 ",$125.99 ,$0.00 ,4,0,16,1,113,137,0,6,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201903,CLF,687,75.91557496,0.56768559,1.092366812,"$3,135.87 ","$1,299.79 ",$804.27 ,$838.33 ,$193.49 ,$0.00 ,9,0,12,8,129,201,2,5,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201903,CLF,95,76.38947368,0.663157895,1.422526316,"$2,861.35 ",$0.00 ,"$1,739.70 ",$933.56 ,$188.09 ,$0.00 ,0,0,3,0,26,29,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201903,CLF,1532,74.81201044,0.572454308,1.138643603,"$3,509.52 ","$1,197.45 ","$1,234.59 ",$887.35 ,$190.13 ,$0.00 ,21,2,31,19,364,411,1,4,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201903,CLF,153,76.11764706,0.594771242,1.25954902,"$3,625.24 ",$873.24 ,"$1,661.99 ",$994.75 ,$95.28 ,$0.00 ,1,0,1,3,48,31,1,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201903,CLF,319,75.12852665,0.592476489,1.225868339,"$6,147.98 ","$4,071.71 ",$833.54 ,$993.87 ,$248.86 ,$0.00 ,7,0,5,8,85,99,1,6,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201903,CLF,1052,74.73098859,0.545627376,1.160352662,"$3,300.96 ","$1,516.46 ",$839.17 ,$771.17 ,$174.16 ,$0.00 ,11,0,26,23,244,277,0,6,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201903,CLF,1312,70.95579268,0.539634146,1.302166159,"$1,650.08 ",$418.93 ,$320.37 ,$606.00 ,$304.78 ,$0.00 ,21,1,79,2,298,344,0,1,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,,201903,CLF,165,72.94545455,0.563636364,1.201648485,"$4,360.89 ","$2,488.04 ","$1,137.27 ",$644.60 ,$90.98 ,$0.00 ,2,0,5,2,37,49,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201903,CLF,296,75.95608108,0.581081081,1.218293919,"$2,940.59 ",$848.42 ,"$1,104.23 ",$798.06 ,$189.88 ,$0.00 ,1,0,10,0,72,102,1,3,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201903,CLF,83,75.39759036,0.506024096,1.098325301,"$3,814.52 ","$1,646.08 ","$1,069.27 ","$1,003.63 ",$95.54 ,$0.00 ,2,0,0,2,20,20,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201903,CLF,398,74.87688442,0.527638191,1.045927136,"$2,494.34 ","$1,042.13 ",$613.92 ,$685.15 ,$153.14 ,$0.00 ,5,0,10,1,76,75,0,3,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201903,CLF,334,74.14371258,0.508982036,1.114188623,"$3,799.52 ","$2,043.91 ","$1,113.09 ",$559.25 ,$83.27 ,$0.00 ,2,1,9,3,63,85,0,3,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201903,CLF,780,74.24871795,0.523076923,1.036651282,"$2,396.68 ",$333.43 ,"$1,272.39 ",$598.13 ,$192.73 ,$0.00 ,5,0,31,2,151,158,1,4,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201903,CLF,3096,71.27164083,0.543927649,1.31181783,"$1,975.88 ",$472.31 ,$623.99 ,$755.92 ,$123.65 ,$0.00 ,33,3,94,52,704,878,4,12,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201903,CLF,4433,74.44552222,0.566884728,1.281612001,"$3,512.54 ","$1,595.54 ",$803.16 ,$923.78 ,$190.06 ,$0.00 ,53,3,102,58,1054,1434,3,23,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201903,CLF,1517,75.82663151,0.550428477,1.219825972,"$3,822.42 ","$1,160.38 ","$1,131.99 ","$1,277.15 ",$252.91 ,$0.00 ,10,0,34,17,382,582,3,12,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201903,CLF,354,75.83898305,0.59039548,1.062785311,"$3,065.42 ","$1,503.63 ",$561.31 ,$825.10 ,$175.37 ,$0.00 ,4,0,10,9,82,95,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201903,CLF,1260,75.48492064,0.534920635,1.237046825,"$4,154.05 ","$1,786.74 ","$1,135.94 ","$1,011.88 ",$219.50 ,$0.00 ,10,1,45,12,244,425,1,17,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201903,CLF,291,75.28178694,0.525773196,1.090890034,"$4,206.24 ","$2,555.06 ",$555.95 ,$904.95 ,$190.28 ,$0.00 ,1,0,6,3,68,82,0,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201903,CLF,383,75.98172324,0.582245431,1.02678329,"$1,981.61 ",$602.96 ,$495.49 ,$631.06 ,$252.10 ,$0.00 ,4,0,5,3,89,135,2,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201904,CLF,60796,73.34846043,0.575087177,1.131327587,"$1,224.66 ",$355.07 ,$219.92 ,$533.66 ,$116.01 ,$0.00 ,595,39,1286,1382,13424,19874,94,220,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201904,CLF,195,73.3025641,0.507692308,1.570276923,"$4,363.05 ",$962.09 ,"$2,314.93 ",$970.86 ,$115.16 ,$0.00 ,4,0,11,1,57,57,0,1,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201904,CLF,92,73.9673913,0.565217391,1.087532609,"$2,124.81 ",$377.21 ,$191.64 ,"$1,395.25 ",$160.71 ,$0.00 ,1,0,1,0,34,29,1,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201904,CLF,1139,72.43898156,0.557506585,2.061645303,"$3,660.41 ","$1,141.64 ",$520.68 ,"$1,880.45 ",$117.65 ,$0.00 ,31,0,22,16,352,517,3,4,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201904,CLF,464,73.52801724,0.504310345,1.40575,"$3,294.81 ",$726.46 ,"$1,328.62 ","$1,113.30 ",$126.44 ,$0.00 ,5,0,12,3,98,152,2,7,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201904,CLF,688,75.97674419,0.566860465,1.091046512,"$3,152.27 ",$801.71 ,"$1,116.33 ","$1,002.63 ",$231.60 ,$0.00 ,4,1,12,12,138,227,4,7,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201904,CLF,95,76.4,0.663157895,1.422526316,"$5,715.05 ","$3,233.04 ","$1,106.96 ","$1,252.42 ",$122.63 ,$0.00 ,1,0,1,1,23,33,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201904,CLF,1532,74.88446475,0.572454308,1.138643603,"$4,141.62 ","$1,659.84 ","$1,302.92 ",$949.91 ,$228.94 ,$0.00 ,17,0,35,16,344,397,2,4,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201904,CLF,153,76.22875817,0.594771242,1.25954902,"$3,711.23 ",$466.68 ,"$1,339.02 ","$1,806.58 ",$98.96 ,$0.00 ,2,0,5,6,53,37,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201904,CLF,319,75.19749216,0.592476489,1.225868339,"$4,488.39 ","$2,477.75 ",$772.39 ,"$1,045.59 ",$192.67 ,$0.00 ,7,0,11,4,104,96,1,6,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201904,CLF,1052,74.80038023,0.545627376,1.160352662,"$2,930.36 ","$1,049.16 ",$980.87 ,$727.53 ,$172.81 ,$0.00 ,11,0,20,9,256,275,0,7,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201904,CLF,1312,71.03658537,0.539634146,1.303017531,"$1,559.91 ",$304.85 ,$327.48 ,$576.20 ,$351.38 ,$0.00 ,13,1,52,3,224,374,3,0,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201904,CLF,165,73.04242424,0.563636364,1.201648485,"$4,440.43 ","$2,200.79 ","$1,163.83 ",$967.82 ,$107.98 ,$0.00 ,2,0,4,4,42,54,0,0,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201904,CLF,296,76.00675676,0.581081081,1.218293919,"$2,310.86 ",$399.98 ,"$1,059.15 ",$714.09 ,$137.64 ,$0.00 ,1,0,14,2,64,93,0,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201904,CLF,83,75.46987952,0.506024096,1.098325301,"$4,028.24 ","$2,497.19 ",$261.92 ,"$1,039.13 ",$230.00 ,$0.00 ,3,0,4,0,21,15,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201904,CLF,398,74.94472362,0.527638191,1.045927136,"$1,972.54 ",$103.11 ,$756.22 ,$905.75 ,$207.47 ,$0.00 ,1,0,11,7,71,82,0,4,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201904,CLF,334,74.21556886,0.508982036,1.114188623,"$3,239.37 ","$1,604.77 ",$764.56 ,$682.53 ,$187.51 ,$0.00 ,4,0,9,1,70,84,1,4,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201904,CLF,780,74.32179487,0.523076923,1.036651282,"$2,401.66 ",$417.86 ,"$1,161.94 ",$652.23 ,$169.62 ,$0.00 ,8,0,12,2,147,169,1,4,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201904,CLF,3096,71.33333333,0.543604651,1.311978036,"$2,397.81 ",$852.91 ,$650.83 ,$765.63 ,$128.44 ,$0.00 ,51,1,101,50,755,946,4,11,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201904,CLF,4433,74.51635461,0.566884728,1.281612001,"$2,886.61 ",$836.38 ,$848.20 ,"$1,002.01 ",$200.02 ,$0.00 ,41,3,96,51,1035,1497,3,24,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201904,CLF,1517,75.90243902,0.550428477,1.219825972,"$3,629.55 ","$1,305.64 ",$914.74 ,"$1,127.83 ",$281.34 ,$0.00 ,15,1,40,7,388,542,0,12,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201904,CLF,354,75.91242938,0.59039548,1.062785311,"$5,464.96 ","$3,343.92 ",$836.59 ,"$1,132.03 ",$152.42 ,$0.00 ,5,0,10,8,80,112,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201904,CLF,1260,75.56587302,0.534920635,1.237046825,"$5,026.66 ","$2,203.70 ","$1,320.32 ","$1,227.66 ",$274.98 ,$0.00 ,15,1,44,6,243,433,3,18,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201904,CLF,291,75.35738832,0.525773196,1.090890034,"$3,050.93 ","$1,277.72 ",$698.15 ,$903.21 ,$171.85 ,$0.00 ,4,0,4,6,85,86,0,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201904,CLF,383,76.04960836,0.582245431,1.02678329,"$3,248.01 ","$1,776.81 ",$526.59 ,$680.72 ,$263.89 ,$0.00 ,3,0,9,3,114,102,1,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201905,CLF,60809,73.42651581,0.575079347,1.131210035,"$1,231.84 ",$337.64 ,$240.21 ,$543.84 ,$110.14 ,$0.00 ,588,38,1315,1370,13409,19347,79,221,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201905,CLF,195,73.38461539,0.507692308,1.570276923,"$2,206.00 ",$245.48 ,$476.41 ,"$1,259.50 ",$224.61 ,$0.00 ,2,0,6,3,67,52,0,1,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
