State,AreaID,yearmo,LOB,MEMB_CNT,AVG_AGE,PCT_F,RiskScore,TOTAL_ALLOWED_PMPM,IP_Allowed_PMPM,OP_Allowed_PMPM,PROF_Allowed_PMPM,RX_Allowed_PMPM,Other_Allowed_PMPM,MED_ADMT_CNT,FOP_WO_ED_CNT,ED_ADMT_CNT,UC_ADMT_CNT,PCP_VIST_CNT,SPEC_VIST_CNT,ALG_TST_CNT,ALG_IMT_CNT,E_TOTPOP,AREA_SQMI,E_HU,E_HH,E_UNEMP,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ
CA,CA14,201704,CLF,708,75.86299435,0.572033898,1.041346045,"$3,234.30 ","$1,881.30 ",$500.09 ,$668.19 ,$184.72 ,$0.00 ,6,0,11,6,145,179,1,7,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201704,CLF,99,76.24242424,0.606060606,1.56289899,"$3,036.11 ","$1,071.55 ",$642.71 ,"$1,089.70 ",$232.16 ,$0.00 ,3,0,1,2,25,43,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201704,CLF,1596,74.80889724,0.571428571,1.166030075,"$2,198.76 ",$456.56 ,$866.18 ,$743.72 ,$132.30 ,$0.00 ,10,2,47,14,354,425,2,9,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201704,CLF,162,75.35802469,0.586419753,1.309185185,"$4,758.42 ","$2,937.87 ","$1,020.71 ",$662.92 ,$136.92 ,$0.00 ,4,0,5,0,50,45,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201704,CLF,346,74.43930636,0.592485549,1.105812139,"$2,745.61 ","$1,234.11 ",$644.24 ,$670.41 ,$196.85 ,$0.00 ,6,0,15,1,102,74,0,6,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201704,CLF,3214,66.17485999,0.524579963,1.187269446,"$1,582.56 ",$435.97 ,$369.25 ,$493.91 ,$283.43 ,$0.00 ,38,1,121,52,701,739,5,17,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201704,CLF,1507,70.76244194,0.505640345,1.252600531,"$1,329.02 ",$157.42 ,$408.72 ,$532.95 ,$229.94 ,$0.00 ,8,0,63,2,351,362,2,6,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201704,CLF,145,72.75172414,0.531034483,1.05682069,"$2,150.94 ",$474.32 ,"$1,082.35 ",$504.81 ,$89.46 ,$0.00 ,2,0,2,1,31,34,0,1,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201704,CLF,324,76.10493827,0.583333333,1.118299383,"$1,693.92 ",$562.71 ,$468.82 ,$514.15 ,$148.25 ,$0.00 ,3,0,7,1,72,81,1,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201704,CLF,87,75.14942529,0.597701149,1.216011494,"$1,947.06 ",$0.00 ,"$1,107.77 ",$639.98 ,$199.31 ,$0.00 ,0,0,4,0,17,23,0,0,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201704,CLF,411,74.30170316,0.540145985,1.023849148,"$1,807.69 ",$106.98 ,$816.59 ,$720.01 ,$164.11 ,$0.00 ,2,0,17,3,76,103,0,5,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201704,CLF,324,73.84567901,0.50617284,1.092888889,"$2,507.50 ",$800.33 ,"$1,033.00 ",$520.39 ,$153.78 ,$0.00 ,5,1,12,1,77,74,0,2,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201704,CLF,740,73.71756757,0.539189189,1.040941892,"$2,525.17 ",$785.16 ,$928.52 ,$666.07 ,$145.41 ,$0.00 ,4,0,15,2,144,131,2,2,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201704,CLF,3211,70.9461227,0.54313298,1.312208346,"$2,069.23 ",$752.47 ,$595.23 ,$615.82 ,$105.72 ,$0.00 ,36,1,91,57,720,938,3,15,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201704,CLF,4644,74.27691645,0.569767442,1.261615418,"$2,370.90 ",$807.58 ,$681.01 ,$737.96 ,$144.35 ,$0.00 ,60,1,99,57,1012,1477,3,28,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201704,CLF,1526,75.59239843,0.55242464,1.181209043,"$3,288.70 ","$1,659.90 ",$473.16 ,$962.68 ,$192.97 ,$0.00 ,16,0,35,7,384,527,0,12,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201704,CLF,380,75.81052632,0.589473684,1.135013158,"$2,491.30 ",$960.15 ,$680.02 ,$711.54 ,$139.59 ,$0.00 ,4,0,15,2,86,104,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201704,CLF,1258,74.98807631,0.538950715,1.192513514,"$2,461.37 ",$475.04 ,"$1,004.31 ",$755.77 ,$226.26 ,$0.00 ,7,0,43,3,256,410,3,17,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201704,CLF,307,74.96091205,0.570032573,1.070931596,"$2,963.19 ","$1,111.23 ",$625.58 ,"$1,091.44 ",$134.94 ,$0.00 ,5,0,12,7,62,92,1,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201704,CLF,381,75.72703412,0.56167979,1.099102362,"$1,701.29 ",$431.63 ,$490.90 ,$628.38 ,$150.39 ,$0.00 ,2,0,9,2,91,97,1,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201705,CLF,55848,73.27171967,0.568435754,1.160223482,"$1,144.41 ",$359.57 ,$202.09 ,$520.53 ,$62.23 ,$0.00 ,515,34,1158,1151,12612,18983,81,244,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201705,CLF,203,73.31034483,0.532019704,1.372261084,"$1,878.10 ",$828.73 ,$402.90 ,$501.58 ,$144.89 ,$0.00 ,2,0,4,3,49,58,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201705,CLF,99,73.96969697,0.535353535,1.452373737,"$3,085.09 ","$1,058.89 ",$508.68 ,"$1,429.81 ",$87.71 ,$0.00 ,3,0,3,1,32,36,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201705,CLF,1257,72.04614161,0.555290374,1.943964201,"$3,516.99 ","$1,033.83 ",$519.35 ,"$1,844.08 ",$119.73 ,$0.00 ,23,0,42,12,322,579,2,3,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201705,CLF,453,73.31125828,0.514348786,1.399068433,"$2,419.99 ",$816.11 ,$569.65 ,$909.17 ,$125.05 ,$0.00 ,2,1,14,3,98,133,2,5,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201705,CLF,708,75.93926554,0.572033898,1.041346045,"$5,055.14 ","$3,366.95 ",$734.71 ,$772.97 ,$180.51 ,$0.00 ,7,0,8,2,163,199,3,9,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201705,CLF,99,76.29292929,0.606060606,1.56289899,"$2,874.80 ",$573.47 ,$988.90 ,"$1,065.45 ",$246.97 ,$0.00 ,1,0,4,0,24,41,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201705,CLF,1596,74.89724311,0.571428571,1.166030075,"$3,761.56 ","$1,699.07 ",$989.79 ,$943.32 ,$129.39 ,$0.00 ,16,1,41,16,423,448,1,9,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201705,CLF,162,75.43209877,0.586419753,1.309185185,"$4,466.44 ","$2,324.85 ","$1,158.64 ",$809.71 ,$173.24 ,$0.00 ,2,0,7,1,48,41,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201705,CLF,346,74.51156069,0.592485549,1.105812139,"$3,638.78 ","$1,350.33 ","$1,234.20 ",$840.92 ,$213.32 ,$0.00 ,5,0,17,2,113,107,3,7,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201705,CLF,3215,66.24696734,0.524416796,1.187418974,"$1,784.87 ",$494.41 ,$436.25 ,$543.27 ,$310.94 ,$0.00 ,46,0,158,42,753,818,3,13,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201705,CLF,1507,70.82813537,0.505640345,1.252600531,"$1,330.24 ",$233.08 ,$268.54 ,$552.60 ,$276.03 ,$0.00 ,8,0,65,1,369,392,3,5,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201705,CLF,145,72.77931035,0.531034483,1.05682069,"$4,816.74 ","$1,745.62 ","$2,180.15 ",$823.14 ,$67.83 ,$0.00 ,2,0,1,2,33,41,0,1,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201705,CLF,324,76.20061728,0.583333333,1.118299383,"$2,421.94 ",$811.13 ,$749.94 ,$743.89 ,$116.98 ,$0.00 ,5,0,12,0,85,103,0,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201705,CLF,87,75.24137931,0.597701149,1.216011494,"$4,376.60 ","$1,165.68 ","$2,077.73 ",$884.71 ,$248.48 ,$0.00 ,1,0,2,0,25,30,1,1,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201705,CLF,411,74.37469586,0.540145985,1.023849148,"$3,761.91 ","$1,782.38 ",$976.13 ,$822.52 ,$180.88 ,$0.00 ,7,1,19,0,70,89,1,4,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201705,CLF,324,73.91666667,0.50617284,1.092888889,"$2,564.11 ",$287.64 ,"$1,708.24 ",$452.66 ,$115.56 ,$0.00 ,3,1,10,3,80,69,2,2,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201705,CLF,740,73.77027027,0.539189189,1.040941892,"$2,314.47 ",$764.69 ,$718.77 ,$604.03 ,$226.97 ,$0.00 ,8,0,26,5,168,158,0,2,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201705,CLF,3211,71.01993149,0.54313298,1.312208346,"$1,919.44 ",$547.81 ,$593.15 ,$663.05 ,$115.43 ,$0.00 ,33,2,88,56,755,992,3,15,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201705,CLF,4644,74.35228252,0.569767442,1.261615418,"$2,707.97 ","$1,027.18 ",$678.77 ,$834.37 ,$167.65 ,$0.00 ,51,1,105,60,1093,1648,5,29,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201705,CLF,1526,75.672346,0.55242464,1.181209043,"$3,426.80 ","$1,176.17 ",$838.86 ,"$1,202.85 ",$208.92 ,$0.00 ,11,0,41,12,393,539,0,13,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201705,CLF,380,75.90263158,0.589473684,1.135013158,"$3,037.25 ","$1,299.16 ",$642.77 ,$904.27 ,$191.05 ,$0.00 ,2,0,13,0,111,123,0,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201705,CLF,1258,75.06041336,0.538950715,1.192513514,"$3,438.99 ",$971.55 ,"$1,138.23 ","$1,073.66 ",$255.55 ,$0.00 ,12,0,41,8,264,418,0,16,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201705,CLF,307,75.05863192,0.570032573,1.070931596,"$2,548.56 ",$826.74 ,$750.03 ,$825.06 ,$146.73 ,$0.00 ,3,0,9,4,68,103,0,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201705,CLF,381,75.82939633,0.56167979,1.099102362,"$3,290.97 ","$1,912.06 ",$584.24 ,$648.72 ,$145.94 ,$0.00 ,2,1,4,5,108,115,1,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201706,CLF,55846,73.34602299,0.568438205,1.160265677,"$1,124.37 ",$344.40 ,$208.99 ,$510.92 ,$60.06 ,$0.00 ,501,32,1176,1066,12689,18744,87,245,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201706,CLF,203,73.37438424,0.532019704,1.372261084,"$1,153.74 ",$275.50 ,$261.79 ,$494.85 ,$121.60 ,$0.00 ,0,0,2,0,61,58,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201706,CLF,99,74.08080808,0.535353535,1.452373737,"$1,839.33 ",$309.34 ,$270.64 ,"$1,173.50 ",$85.85 ,$0.00 ,4,0,2,1,25,38,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201706,CLF,1258,72.10015898,0.555643879,1.943252782,"$3,081.70 ",$670.57 ,$663.75 ,"$1,637.68 ",$109.69 ,$0.00 ,17,2,40,22,341,574,0,3,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201706,CLF,453,73.36203091,0.514348786,1.399068433,"$1,881.98 ",$44.90 ,$712.52 ,$974.80 ,$149.77 ,$0.00 ,1,1,16,1,98,143,0,5,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201706,CLF,708,76.00706215,0.572033898,1.041346045,"$2,387.69 ",$807.36 ,$608.18 ,$782.09 ,$190.05 ,$0.00 ,3,0,17,6,162,212,2,9,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201706,CLF,99,76.36363636,0.606060606,1.56289899,"$1,938.05 ",$0.00 ,$791.35 ,$788.27 ,$358.43 ,$0.00 ,0,0,2,3,26,38,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201706,CLF,1596,74.95864662,0.571428571,1.166030075,"$3,935.34 ","$2,236.41 ",$721.86 ,$822.09 ,$154.99 ,$0.00 ,18,1,25,13,383,438,2,9,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201706,CLF,162,75.52469136,0.586419753,1.309185185,"$2,623.47 ",$618.98 ,"$1,128.59 ",$685.31 ,$190.58 ,$0.00 ,2,0,0,2,56,37,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201706,CLF,346,74.61560694,0.592485549,1.105812139,"$3,025.33 ","$1,340.76 ",$855.13 ,$691.31 ,$138.13 ,$0.00 ,4,0,8,0,107,100,0,5,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201706,CLF,3216,66.31436567,0.524253731,1.187208644,"$1,862.65 ",$575.72 ,$421.49 ,$565.16 ,$300.28 ,$0.00 ,46,1,158,42,763,780,6,15,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201706,CLF,1507,70.90975448,0.505640345,1.252600531,"$1,413.22 ",$270.55 ,$253.28 ,$637.37 ,$252.02 ,$0.00 ,14,0,61,3,365,395,1,4,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201706,CLF,145,72.89655172,0.531034483,1.05682069,"$2,344.74 ",$0.00 ,"$1,725.05 ",$540.40 ,$79.29 ,$0.00 ,0,0,6,1,36,31,0,1,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201706,CLF,324,76.25925926,0.583333333,1.118299383,"$2,567.23 ","$1,035.34 ",$568.73 ,$849.04 ,$114.11 ,$0.00 ,2,0,8,4,90,79,1,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201706,CLF,87,75.28735632,0.597701149,1.216011494,"$3,781.55 ","$1,011.18 ","$1,814.36 ",$771.83 ,$184.18 ,$0.00 ,1,0,2,0,26,22,0,1,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201706,CLF,411,74.45742093,0.540145985,1.023849148,"$2,808.73 ","$1,202.24 ",$732.06 ,$744.22 ,$130.21 ,$0.00 ,3,0,10,6,74,93,0,6,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201706,CLF,324,74,0.50617284,1.092888889,"$4,472.79 ","$2,021.92 ","$1,481.69 ",$812.63 ,$156.54 ,$0.00 ,1,0,9,1,87,68,1,2,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201706,CLF,740,73.8472973,0.539189189,1.040941892,"$2,388.11 ",$587.84 ,$738.00 ,$833.11 ,$229.16 ,$0.00 ,9,0,20,4,161,145,0,2,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201706,CLF,3211,71.0940517,0.54313298,1.312208346,"$1,938.97 ",$641.72 ,$515.98 ,$663.01 ,$118.26 ,$0.00 ,49,2,111,52,749,1011,2,12,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201706,CLF,4644,74.42161929,0.569767442,1.261615418,"$2,431.95 ",$833.30 ,$613.97 ,$838.43 ,$146.25 ,$0.00 ,52,1,95,50,1056,1547,8,29,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201706,CLF,1526,75.73918742,0.55242464,1.181209043,"$2,580.53 ",$634.83 ,$730.82 ,$987.29 ,$227.59 ,$0.00 ,13,0,39,8,387,537,0,15,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
CA,CA6,201706,CLF,380,75.97631579,0.589473684,1.135013158,"$1,856.06 ",$154.99 ,$731.08 ,$799.67 ,$170.32 ,$0.00 ,1,0,11,3,86,107,1,0,443738,2735.137621,156210,144962,13861,52042,46478,64775,99117,45552,244382,21169,6950,15410,8052,19863
CA,CA7,201706,CLF,1258,75.13036566,0.538950715,1.192513514,"$2,926.23 ",$858.04 ,$886.14 ,$961.15 ,$220.90 ,$0.00 ,14,0,37,9,253,397,0,14,883053,8132.256436,295756,267913,39056,139584,77216,92005,257750,84735,576023,15490,21557,24792,18281,31126
CA,CA8,201706,CLF,307,75.13355049,0.570032573,1.070931596,"$1,820.62 ",$166.48 ,$760.12 ,$748.94 ,$145.08 ,$0.00 ,2,1,14,2,85,100,2,1,281455,3300.636162,121095,105317,6175,17123,20715,52758,50492,9045,86881,7329,9630,3482,4557,16435
CA,CA9,201706,CLF,381,75.8976378,0.56167979,1.099102362,"$1,756.82 ",$525.95 ,$408.65 ,$683.55 ,$138.68 ,$0.00 ,2,0,8,6,102,107,0,2,433212,3281.719108,141155,126052,10475,78816,46650,55515,114125,75432,301974,14534,6567,17221,5984,17741
CA,CA1,201707,CLF,55846,73.42217885,0.568438205,1.16022084,"$1,104.62 ",$366.30 ,$195.60 ,$483.29 ,$59.44 ,$0.00 ,525,31,1226,1138,11706,17622,78,235,3302833,4208.762531,1204884,1118980,106962,286008,279602,439595,726344,216965,1787453,255366,42081,75015,61486,89451
CA,CA10,201707,CLF,203,73.4679803,0.532019704,1.372261084,"$2,878.07 ","$1,675.23 ",$461.93 ,$628.64 ,$112.26 ,$0.00 ,2,0,3,0,52,46,0,0,460477,4824.376542,147791,136106,18321,81345,44779,50391,143528,61208,326860,6561,10023,13317,8274,5426
CA,CA11,201707,CLF,99,74.13131313,0.535353535,1.452373737,"$2,099.31 ",$366.92 ,$615.74 ,"$1,045.99 ",$70.65 ,$0.00 ,1,0,2,1,22,33,0,0,150075,1390.308446,45792,42735,4855,24270,10946,14567,40935,13829,101017,2919,1938,3483,2730,14912
CA,CA12,201707,CLF,1258,72.1709062,0.555643879,1.943252782,"$2,837.03 ",$648.09 ,$486.84 ,"$1,583.18 ",$118.92 ,$0.00 ,15,1,35,11,304,540,2,3,978130,5958.095977,328577,304624,41276,147389,92035,114438,279979,108140,686675,23756,12508,28262,25805,16750
CA,CA13,201707,CLF,453,73.42604857,0.514348786,1.399068433,"$2,499.36 ",$619.21 ,$724.32 ,$988.80 ,$167.02 ,$0.00 ,4,0,13,3,75,140,0,6,342954,21389.49918,163854,119622,10594,41422,24903,67475,74845,21273,143965,5802,14241,5844,5879,17935
CA,CA14,201707,CLF,708,76.07485876,0.572033898,1.041346045,"$2,551.61 ",$508.98 ,$937.19 ,$913.57 ,$191.88 ,$0.00 ,4,0,14,4,145,210,0,10,2255381,3124.860076,789873,749021,60919,189668,113096,295103,502048,188257,1461149,154299,25948,59669,38303,48904
CA,CA15,201707,CLF,99,76.47474748,0.606060606,1.56289899,"$3,724.20 ","$1,761.89 ",$645.38 ,"$1,074.56 ",$242.37 ,$0.00 ,1,0,3,3,19,40,0,0,269075,1935.645521,84795,79606,14912,48433,23145,29320,80062,34066,193067,3236,5216,7611,5801,5926
CA,CA16,201707,CLF,1596,75.03070175,0.571428571,1.166030075,"$2,826.17 ","$1,116.41 ",$767.17 ,$802.66 ,$139.93 ,$0.00 ,16,0,37,19,347,436,1,8,4673221,2470.336258,1796567,1692047,128698,373438,232541,689629,936866,360315,2804353,396804,19220,110888,205390,80356
CA,CA17,201707,CLF,162,75.57407407,0.586419753,1.309185185,"$3,403.83 ","$1,555.21 ",$977.48 ,$691.65 ,$179.49 ,$0.00 ,2,0,3,1,40,35,0,0,539301,1496.015066,181213,172682,26130,73664,35012,67770,146907,48530,309505,12059,7723,11489,11100,5269
CA,CA18,201707,CLF,346,74.69075145,0.592485549,1.105812139,"$1,581.60 ",$0.00 ,$864.32 ,$551.54 ,$165.74 ,$0.00 ,0,0,4,3,101,85,0,5,732212,1392.385418,241055,226727,28989,96905,53972,89461,201506,62038,494325,20238,8143,16525,14450,15994
CA,CA19,201707,CLF,3216,66.39956468,0.524253731,1.187208644,"$1,706.73 ",$587.66 ,$360.73 ,$460.44 ,$297.89 ,$0.00 ,49,1,165,50,684,695,5,15,2291738,5095.099057,896341,819372,75758,168734,134416,335498,532415,114749,1083594,101802,25772,34828,51388,38576
CA,CA2,201707,CLF,1506,71.00199203,0.505976096,1.251843294,"$1,475.92 ",$341.66 ,$287.41 ,$609.26 ,$237.60 ,$0.00 ,12,0,61,4,310,367,1,4,180216,4176.578436,57468,44057,10782,33928,15883,22446,51676,34263,160443,3448,6076,4616,3242,9708
CA,CA20,201707,CLF,145,72.95862069,0.531034483,1.05682069,"$1,764.34 ",$97.27 ,"$1,179.27 ",$400.04 ,$87.75 ,$0.00 ,2,0,2,0,31,30,0,1,438530,821.7515515,156896,149067,15346,36031,23696,64390,98813,20223,269660,13520,4468,7695,7541,10444
CA,CA21,201707,CLF,324,76.32716049,0.583333333,1.118299383,"$3,168.25 ","$1,961.35 ",$417.07 ,$686.10 ,$103.74 ,$0.00 ,5,0,9,2,73,79,0,2,641847,2324.181643,263188,238371,17271,57501,43401,116457,130712,38050,249451,23427,13544,12933,11677,12597
CA,CA22,201707,CLF,87,75.34482759,0.597701149,1.216011494,"$3,290.68 ",$751.17 ,"$1,403.29 ",$941.64 ,$194.59 ,$0.00 ,0,0,1,3,21,15,0,1,171365,1234.545845,62685,58539,6792,22175,14964,23303,45990,13426,84511,4555,4913,3992,3786,2411
CA,CA23,201707,CLF,411,74.54257908,0.540145985,1.023849148,"$2,229.63 ",$863.49 ,$655.27 ,$562.82 ,$148.04 ,$0.00 ,1,0,11,3,74,98,0,6,151906,9005.172163,84579,59685,4117,9269,9764,35175,25619,1701,28770,2723,7154,1011,2769,11716
CA,CA24,201707,CLF,324,74.06790124,0.50617284,1.092888889,"$2,139.13 ",$505.76 ,"$1,006.15 ",$496.59 ,$130.63 ,$0.00 ,3,1,11,0,74,69,0,2,428006,8864.022501,193696,163983,16804,39396,35478,79271,91192,17615,138500,10651,26639,6204,11021,9809
CA,CA25,201707,CLF,740,73.91891892,0.539189189,1.040941892,"$2,678.05 ","$1,233.07 ",$702.65 ,$598.24 ,$144.10 ,$0.00 ,12,0,16,1,146,146,0,2,470990,24672.40534,218386,187277,15591,36021,38019,90963,98766,8104,114440,8163,28551,6986,13481,12724
CA,CA3,201707,CLF,3211,71.16848334,0.54313298,1.312208346,"$1,953.97 ",$747.03 ,$553.25 ,$541.27 ,$112.42 ,$0.00 ,42,5,94,57,656,881,8,14,4518699,27266.44488,1549773,1348982,180356,553160,432652,561952,1186660,340581,3038969,129608,113905,106066,62893,91930
CA,CA4,201707,CLF,4644,74.4877261,0.569767442,1.261615418,"$2,337.11 ",$826.93 ,$594.41 ,$766.19 ,$149.58 ,$0.00 ,58,2,109,61,984,1388,8,27,13262234,4850.972611,4615697,4338482,441609,1781058,1352330,1739765,2957709,1601964,9307146,1149887,86507,469799,343744,220875
CA,CA5,201707,CLF,1526,75.83289646,0.55242464,1.181209043,"$3,843.30 ","$1,865.63 ",$770.71 ,"$1,008.02 ",$198.94 ,$0.00 ,20,0,46,7,376,504,1,12,848112,1842.466511,287498,271226,25853,88185,78474,123435,199599,77382,459811,31090,10988,17892,11400,12601
